Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument 
Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 24/08/2026 10:08:30 GB00BDCPN049 USD $110.2100 20 NASD VHTG1368720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:08:32 GB00BDCPN049 USD $110.1300 20 NASD VHTG1369320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:08:32 GB00BDCPN049 USD $110.1600 20 NYSE VHTG1369220260824E
# Classification - Internal
Coca-Cola Europacific Partners PLC 24/08/2026 10:08:48 GB00BDCPN049 USD $110.2300 20 NASD VHTG1373520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:09:06 GB00BDCPN049 USD $110.2400 20 MEMX VHTG1377120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:09:06 GB00BDCPN049 USD $110.2400 12 UBSS VHTG1377020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:09:14 GB00BDCPN049 USD $110.2000 20 BATS VHTG1380820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:09:53 GB00BDCPN049 USD $110.1800 20 BATS VHTG1395720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:10:47 GB00BDCPN049 USD $110.2000 20 PCSE VHTG1428720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:10:47 GB00BDCPN049 USD $110.2100 20 PCSE VHTG1428620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:00 GB00BDCPN049 USD $110.1600 20 EPRL VHTG1435020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:00 GB00BDCPN049 USD $110.1800 20 MEMX VHTG1433820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:20 GB00BDCPN049 USD $110.1400 1 MEMX VHTG1445320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:20 GB00BDCPN049 USD $110.1400 1 MEMX VHTG1445420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:20 GB00BDCPN049 USD $110.1400 1 MEMX VHTG1445520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:20 GB00BDCPN049 USD $110.1400 1 MEMX VHTG1445620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:20 GB00BDCPN049 USD $110.1400 1 MEMX VHTG1445720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:20 GB00BDCPN049 USD $110.1400 1 MEMX VHTG1445820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:21 GB00BDCPN049 USD $110.1400 1 MEMX VHTG1445920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:21 GB00BDCPN049 USD $110.1400 1 MEMX VHTG1446020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:21 GB00BDCPN049 USD $110.1400 4 MEMX VHTG1446120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:21 GB00BDCPN049 USD $110.1400 4 MEMX VHTG1446220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:21 GB00BDCPN049 USD $110.1400 4 MEMX VHTG1446320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:23 GB00BDCPN049 USD $110.1200 1 PCSE VHTG1446520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:11:34 GB00BDCPN049 USD $110.1200 19 PCSE VHTG1455420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:12:41 GB00BDCPN049 USD $110.1600 40 PCSE VHTG1499020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:13:47 GB00BDCPN049 USD $110.2100 12 UBSS VHTG1539020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:13:47 GB00BDCPN049 USD $110.2100 1 UBSS VHTG1539120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:13:57 GB00BDCPN049 USD $110.2650 4 UBSS VHTG1556820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:13:57 GB00BDCPN049 USD $110.2650 5 UBSS VHTG1556920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:13:58 GB00BDCPN049 USD $110.2500 20 PCSE VHTG1557020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:25 GB00BDCPN049 USD $110.2550 13 UBSS VHTG1566220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:28 GB00BDCPN049 USD $110.2550 13 UBSS VHTG1567220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:28 GB00BDCPN049 USD $110.2550 26 UBSS VHTG1567320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:31 GB00BDCPN049 USD $110.2500 13 UBSS VHTG1570420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:31 GB00BDCPN049 USD $110.2500 13 UBSS VHTG1570520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:31 GB00BDCPN049 USD $110.2500 13 UBSS VHTG1570620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:31 GB00BDCPN049 USD $110.2500 1 UBSS VHTG1570720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:43 GB00BDCPN049 USD $110.2500 40 NASD VHTG1585120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:14:55 GB00BDCPN049 USD $110.2500 1 UBSS VHTG1589720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:15:28 GB00BDCPN049 USD $110.2500 20 IEXG VHTG1609320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:15:28 GB00BDCPN049 USD $110.2500 20 PCSE VHTG1609120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:15:28 GB00BDCPN049 USD $110.2500 20 PCSE VHTG1609220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:15:31 GB00BDCPN
